eg,ch
318130391,193794247
320959294,201955727
326841788,199021493
377677109,203744433
332326074,217720650
320767997,206642763
361378207,199365873
339604520,202772676
316585958,202705954
309030548,198808856
381690723,220643863
319350122,201408381
311056217,197753495
320922419,197242616
367934217,200354495
317113503,196126547
313532256,230232858
341749011,199880026
341058265,203229525
337877007,197715648
310304075,198652718
384909418,202361145
333414630,232794325
334058555,204297976
346801962,214797412
373960792,208469444
339441075,197308846
342443958,228274154
404408143,206746177
329126421,203244778
347932630,209654556
333422621,201369768
361890784,197856549
319148973,225281978
326926101,195757705
387023201,199772719
330352836,203873906
346795311,197929350
354876677,204541576
402638708,224631372
349273410,195359368
343216949,193983668
398602488,201320321
323803280,201894718
324289707,212421736
344212174,210272529
340210552,198572273
319657635,205559412
322959241,196688086
396923647,198406482
330281093,213487015
333178848,204918485
331298394,206268559
374154382,194547667
327007444,194808647
324219952,195762879
387229153,225014257
334705667,202739505
323629813,196198833
332830888,204754491
381345504,201645887
354921575,210373482
337629103,293745244
403490839,242672407
344987276,236554892
324756226,228755217
326364507,244109506
385398296,234530420
334295500,228710565
348636830,227134582
393989273,235231275
337070534,228141769
305678753,263731420
323979338,221100000
389471892,269320237
325216812,238137568
339933973,198814019
394824712,231653438
360424935,243158743
367730312,202557216
333792933,204973262
388490972,221031817
332584863,276593881
315642228,226846461
384677649,198336088
339819413,199708736
310690389,198422134
320976994,195592356
375222000,207996028
333699610,222807342
344615832,196243121
360816214,196468752
345751484,199015441
333873758,207153043
317008168,211586680
390492371,223170364
319081984,204067114
326295808,196240178
307695382,202331695
373632893,205868219
